customer_id,age_band,gender,customer_segment,tenure_years,clv_score,risk_score
CUST-8B0E74A0,36-45,M,At-Risk,10,412.06,5
CUST-D7F77B62,26-35,M,Lapsed,15,611.5,82
CUST-9D7CB0DE,46-60,M,New,15,219.58,13
CUST-6FA01BEB,36-45,F,At-Risk,11,672.23,52
CUST-E7366D3A,26-35,F,Loyal,5,121.94,4
CUST-305B7864,36-45,F,Loyal,15,534.9,4
CUST-29378860,60+,M,Lapsed,15,129.3,9
CUST-2683D675,26-35,M,At-Risk,13,306.98,17
CUST-F5025CA1,36-45,M,At-Risk,14,54.5,74
CUST-024C85C4,26-35,M,New,13,488.89,16
CUST-C0C989DE,36-45,F,Loyal,12,83.74,8
CUST-071936F0,60+,M,Lapsed,11,261.81,57
CUST-57A74AB9,36-45,M,Lapsed,10,293.87,25
CUST-89898DE5,46-60,M,Loyal,10,285.19,6
CUST-E7188EDD,46-60,M,Loyal,6,234.88,23
CUST-1656D36D,26-35,F,Loyal,14,442.04,4
CUST-0AAC4CA8,46-60,M,New,10,290.89,48
CUST-AAFB3703,60+,F,Loyal,10,349.85,38
CUST-AB7D6B75,60+,M,Lapsed,12,196.99,69
CUST-FDF09E59,46-60,M,Loyal,2,11.55,4
CUST-D2D47FF3,26-35,M,At-Risk,14,354.06,16
CUST-556E38B0,26-35,M,Loyal,9,40.32,6
CUST-B0C26A07,26-35,F,Loyal,15,491.18,13
CUST-8CA80BF3,46-60,M,Loyal,2,61.46,36
CUST-96839F25,36-45,M,Loyal,4,65.69,9
CUST-7525D8D1,46-60,M,At-Risk,15,366.81,75
CUST-8CC30395,46-60,M,Loyal,11,504.7,68
CUST-F9C42F94,26-35,F,Lapsed,10,371.99,82
CUST-406B30E8,60+,Unknown,New,7,270.55,9
CUST-0898B79C,18-25,M,Lapsed,9,128.95,45
CUST-A7A8EF67,26-35,M,Loyal,9,149.36,4
CUST-04371399,46-60,F,Loyal,3,21.21,27
CUST-AC8A6FB7,26-35,F,New,9,358.19,3
CUST-F1DEE220,26-35,M,Loyal,8,104.17,29
CUST-682F48D2,60+,M,Loyal,5,196.08,9
CUST-FBC843AF,60+,M,Lapsed,6,126.96,62
CUST-AA422C2F,46-60,M,At-Risk,12,223.16,5
CUST-384F77D3,26-35,M,New,11,302.44,84
CUST-FB7E5F8A,26-35,F,Loyal,8,181.44,8
CUST-151CD347,26-35,F,Loyal,10,498.1,38
CUST-E850D0C4,26-35,M,At-Risk,4,183.25,54
CUST-B5AB7E84,60+,F,At-Risk,8,212.37,7
CUST-E8C523AE,26-35,M,Loyal,9,343.16,19
CUST-0365883F,46-60,M,New,4,66.41,11
CUST-15AF7200,18-25,F,New,3,94.07,18
CUST-7842E2B9,36-45,M,Loyal,8,181.81,3
CUST-DFD11447,18-25,F,New,15,246.17,45
CUST-4E4D8818,18-25,F,Loyal,7,222.77,20
CUST-CB47F6AD,26-35,M,At-Risk,14,240.06,45
CUST-3A61ED0A,60+,M,Loyal,13,350.24,30
CUST-99A8129E,46-60,M,Lapsed,12,146.12,2
CUST-F0B7C08E,46-60,F,At-Risk,14,809.14,70
CUST-31F5053D,26-35,M,Loyal,7,61.39,21
CUST-3D40B1C5,46-60,F,New,12,182.5,10
CUST-4A91ADF7,46-60,M,Loyal,3,33.86,31
CUST-6700BBC3,36-45,F,At-Risk,5,60.36,14
CUST-FEE868BE,46-60,M,Loyal,9,167.88,73
CUST-D5126321,60+,F,Lapsed,1,23.84,24
CUST-9F3C0A13,60+,F,At-Risk,12,180.91,75
CUST-8CF4FF74,60+,M,Loyal,14,187.41,23
CUST-652F08E8,36-45,M,New,2,12.76,45
CUST-674F1C9E,18-25,M,Loyal,15,285.52,3
CUST-0CB284DE,26-35,F,Loyal,2,52.97,9
CUST-BA14FDB7,26-35,F,Loyal,2,40.95,77
CUST-FACA8641,36-45,M,At-Risk,12,429.79,14
CUST-23006AA0,36-45,F,Loyal,11,280.93,12
CUST-84A6C27A,46-60,M,Loyal,15,451.26,5
CUST-30D5C86F,36-45,F,At-Risk,7,326.56,2
CUST-CE84B42F,46-60,F,Loyal,9,36.37,20
CUST-9B9546EA,60+,F,Loyal,3,136.6,6
CUST-182C5FD7,18-25,Unknown,Loyal,11,252.97,32
CUST-1B14892F,18-25,M,Loyal,15,299.5,55
CUST-C52ACC33,46-60,F,Loyal,9,281.58,42
CUST-10191833,36-45,M,Loyal,14,229.67,5
CUST-205D9987,36-45,M,Loyal,6,380.43,9
CUST-E19E04BE,60+,F,Loyal,15,775.22,60
CUST-FCB8A0F4,26-35,F,New,9,128.8,16
CUST-19FFB56C,36-45,Unknown,Loyal,3,73.85,26
CUST-2FDC0CBF,60+,F,Loyal,6,242.54,17
CUST-C3EF15F0,36-45,F,Loyal,8,128.49,40
CUST-06D5474A,36-45,F,Lapsed,2,95.86,38
CUST-32D03762,18-25,F,Loyal,14,96.57,67
CUST-27D6AF5D,36-45,M,At-Risk,4,35.02,24
CUST-10688238,18-25,F,Lapsed,11,243.17,11
CUST-E3F2AAC0,36-45,F,Loyal,14,658.71,10
CUST-A468EB7D,36-45,F,Loyal,7,161.82,24
CUST-C600092F,60+,F,New,10,287.96,47
CUST-4E01FD3C,46-60,F,Loyal,8,86.93,32
CUST-8A8740C8,18-25,Unknown,Lapsed,12,387.54,58
CUST-A18DB7CB,46-60,F,Lapsed,1,15.63,30
CUST-21EC28F7,36-45,F,Loyal,6,88.93,2
CUST-4B515CB9,46-60,F,At-Risk,10,133.43,7
CUST-17FC101D,26-35,F,At-Risk,2,74.94,14
CUST-D9705CD0,46-60,F,Loyal,13,220.05,48
CUST-AD873FC3,60+,Unknown,At-Risk,10,69.52,42
CUST-509E3F18,18-25,F,Loyal,1,16.82,12
CUST-3A23512A,36-45,F,Lapsed,1,0.0,15
CUST-11639BA4,36-45,M,At-Risk,3,92.26,46
CUST-1EE8C2F3,26-35,F,Loyal,10,179.72,3
CUST-6DA56823,36-45,F,Loyal,8,31.33,19
CUST-E1C2DDA7,46-60,F,Lapsed,8,349.31,37
CUST-DC732D05,26-35,Unknown,New,9,368.46,12
CUST-4D0057BA,18-25,F,Loyal,8,274.16,3
CUST-118465FE,46-60,F,Loyal,6,133.24,54
CUST-9E66FBC4,46-60,M,Loyal,1,16.32,11
CUST-0189824F,26-35,F,New,1,35.13,8
CUST-D42C1647,60+,M,Loyal,11,199.25,11
CUST-010A0B27,60+,F,Lapsed,12,268.85,9
CUST-AF1B23F1,60+,M,At-Risk,4,75.16,15
CUST-E33CA7A8,36-45,F,At-Risk,4,49.89,63
CUST-0E0E6B5A,26-35,F,Loyal,7,69.72,14
CUST-64EAF07D,26-35,M,Loyal,10,516.72,68
CUST-7C78A471,60+,F,Loyal,9,235.84,23
CUST-329B23F5,60+,F,Loyal,9,432.99,16
CUST-40D80D3A,46-60,F,At-Risk,1,17.62,20
CUST-27B19414,36-45,F,Loyal,7,150.69,26
CUST-23BDCBA4,36-45,F,Lapsed,12,175.02,46
CUST-153A59B5,46-60,M,Lapsed,9,308.92,4
CUST-C7F407FB,18-25,F,Loyal,13,368.81,35
CUST-167FA660,36-45,Unknown,Lapsed,11,190.13,32
CUST-95CDB461,46-60,F,At-Risk,14,316.75,47
CUST-660F62F1,46-60,M,New,9,450.79,5
CUST-08AD6DA9,36-45,F,New,9,152.08,63
CUST-25BD17E7,46-60,M,At-Risk,9,249.31,26
CUST-7339079D,18-25,Unknown,At-Risk,4,157.69,2
CUST-D7180926,26-35,M,Loyal,7,101.89,31
CUST-3C68674B,26-35,M,Loyal,3,85.14,5
CUST-D951947F,36-45,M,Loyal,7,239.65,80
CUST-766593AF,36-45,F,Loyal,3,37.31,8
CUST-8D91E2D9,36-45,F,New,8,183.26,23
CUST-2F6A2EC0,36-45,F,Loyal,15,385.61,11
CUST-34BB94F1,36-45,M,At-Risk,7,203.98,5
CUST-17814497,36-45,F,New,12,312.61,15
CUST-877B39D4,46-60,M,Loyal,7,154.42,2
CUST-E00F496B,26-35,M,Loyal,14,237.85,45
CUST-E328DB03,36-45,F,Lapsed,4,19.94,1
CUST-91649EED,18-25,F,Lapsed,13,119.1,34
CUST-67152444,18-25,F,Lapsed,11,219.57,5
CUST-E7DC0A2F,46-60,M,Loyal,14,195.84,17
CUST-D5D0DFA0,60+,F,New,2,24.92,26
CUST-D9672AAC,36-45,M,Loyal,14,510.45,6
CUST-CD2CAFDB,36-45,F,Loyal,14,348.55,71
CUST-16A568D6,26-35,M,New,5,47.27,52
CUST-22226330,26-35,F,New,10,409.86,43
CUST-A8804CED,60+,M,Loyal,9,139.85,30
CUST-ECDDEDC9,36-45,M,Loyal,1,21.07,78
CUST-81886321,46-60,M,Loyal,8,477.81,57
CUST-544C9D64,60+,F,Lapsed,10,390.95,42
CUST-4D10F406,36-45,M,Loyal,4,30.52,41
CUST-376FC07F,26-35,F,New,6,73.47,4
CUST-754F1D65,46-60,M,Loyal,9,352.34,11
CUST-C84F94DB,46-60,M,Loyal,14,267.36,9
CUST-5B9768D6,36-45,F,Lapsed,1,42.72,14
CUST-1517B07C,46-60,M,Loyal,15,441.38,42
CUST-13D11C51,36-45,F,Loyal,13,82.76,25
CUST-32C72E64,36-45,F,At-Risk,13,409.57,17
CUST-E00C296F,46-60,F,Loyal,1,19.2,89
CUST-84096154,26-35,F,Loyal,9,151.42,6
CUST-F2769BF3,36-45,M,Loyal,6,227.69,21
CUST-09453269,36-45,M,Loyal,14,768.17,58
CUST-2D20C622,46-60,M,New,12,144.22,53
CUST-2999D332,60+,F,At-Risk,10,105.67,40
CUST-B10E803A,46-60,M,Loyal,1,9.72,4
CUST-95D83541,46-60,M,New,14,616.08,2
CUST-EDED3020,26-35,F,Loyal,8,220.67,78
CUST-B3EF87E4,36-45,F,Loyal,3,55.81,2
CUST-587321FB,26-35,F,Loyal,14,668.92,26
CUST-294A7650,36-45,M,Lapsed,14,305.29,18
CUST-87DF0BF3,46-60,F,Loyal,8,357.53,7
CUST-11018FFE,26-35,F,Lapsed,10,360.85,71
CUST-8370BCB5,60+,F,Loyal,10,91.53,40
CUST-69ABF1B4,36-45,M,Loyal,5,92.0,6
CUST-64D228BA,46-60,M,Loyal,12,246.44,72
CUST-832B90F2,36-45,M,Loyal,15,496.78,3
CUST-71EB1F51,46-60,F,New,15,317.98,22
CUST-55F1CFCF,36-45,M,Loyal,11,419.35,54
CUST-0ACCBB3C,26-35,M,At-Risk,6,157.61,17
CUST-A9A687FB,60+,M,At-Risk,14,325.76,59
CUST-B3694E54,46-60,F,New,14,568.15,6
CUST-1BE8C930,36-45,M,New,1,29.29,21
CUST-CA10E7B6,46-60,M,New,6,219.75,21
CUST-5925CDB4,26-35,F,Loyal,9,215.71,15
CUST-76FF84C5,46-60,F,Loyal,9,119.81,2
CUST-4F1F8ADE,36-45,F,At-Risk,11,70.36,48
CUST-19CB43A2,46-60,F,New,8,141.17,18
CUST-59965D04,26-35,M,At-Risk,1,44.91,23
CUST-2334B11A,46-60,M,At-Risk,3,46.07,13
CUST-5EA93EC0,60+,M,New,12,218.08,10
CUST-3B1AE226,60+,M,At-Risk,11,134.65,14
CUST-73449819,46-60,M,Lapsed,10,278.95,88
CUST-FCFCEB3B,46-60,F,Loyal,7,391.48,68
CUST-5BD74CAD,36-45,M,Loyal,5,132.73,30
CUST-04924A38,26-35,F,Loyal,5,245.79,50
CUST-293BE880,36-45,M,Loyal,11,53.4,27
CUST-9058E814,36-45,Unknown,Lapsed,8,54.07,24
CUST-A539E78E,18-25,F,Loyal,2,56.7,3
CUST-276A0FDF,46-60,M,At-Risk,6,73.14,4
CUST-BC25E15D,26-35,M,Loyal,13,628.51,17
CUST-7A2D9F18,36-45,Unknown,Loyal,9,448.13,20
CUST-49CBF290,36-45,F,Loyal,13,142.25,21
CUST-BFEE47BD,60+,M,At-Risk,8,335.33,7
CUST-3857B178,26-35,M,Loyal,8,77.33,1
CUST-5F6312C1,26-35,Unknown,Loyal,15,504.39,52
CUST-B1B32AEF,36-45,F,Lapsed,8,194.72,49
CUST-504A2AA4,36-45,F,Loyal,3,89.45,43
CUST-2529ED8B,26-35,M,At-Risk,7,44.69,3
CUST-0181B67D,46-60,F,Loyal,10,484.53,9
CUST-AE3EB7F0,60+,F,At-Risk,6,264.0,1
CUST-68CE4148,46-60,F,Loyal,7,201.46,7
CUST-C9D7E3A9,26-35,F,New,14,507.27,8
CUST-8CE5EB88,26-35,M,New,7,177.49,12
CUST-FBE41F35,36-45,M,Loyal,5,104.9,2
CUST-CA565C9F,46-60,F,Loyal,2,39.81,44
CUST-A94CAD6F,60+,F,Loyal,7,140.33,27
CUST-3EC202F1,26-35,Unknown,Loyal,12,528.92,66
CUST-024D1C05,36-45,F,Loyal,5,138.94,5
CUST-AD02635C,60+,M,Lapsed,8,142.1,5
CUST-7ABFA211,26-35,M,New,10,284.93,27
CUST-0347F10B,60+,F,Loyal,14,199.02,45
CUST-5826E507,36-45,M,Lapsed,13,200.15,23
CUST-2258A4F1,46-60,F,Loyal,5,183.76,23
CUST-C9485B05,36-45,M,Lapsed,3,37.8,19
CUST-FFCAD1B3,46-60,M,Loyal,11,70.37,34
CUST-380577F5,60+,M,Loyal,4,91.46,5
CUST-17674E48,26-35,F,At-Risk,6,173.8,11
CUST-D1B913B2,46-60,M,Loyal,2,11.54,12
CUST-65D63F41,18-25,F,Loyal,12,319.77,12
CUST-C42EC0B6,26-35,M,Loyal,3,16.57,26
CUST-7EE8F029,36-45,F,New,6,188.56,13
CUST-6AD23131,46-60,F,Loyal,7,193.14,18
CUST-88C42295,36-45,F,At-Risk,1,2.13,34
CUST-EDFB1377,26-35,F,New,12,374.69,15
CUST-03E277DC,26-35,F,Loyal,10,213.74,5
CUST-6D6D5E6A,26-35,F,New,9,509.26,29
CUST-E47E22A4,26-35,M,Loyal,3,155.29,8
CUST-C007415F,26-35,M,Loyal,1,26.69,33
CUST-3F9AF9B6,46-60,F,New,1,45.38,32
CUST-75F819C7,26-35,F,Loyal,10,197.02,52
CUST-20357268,60+,F,New,12,562.41,3
CUST-D04CB0EA,26-35,F,Lapsed,12,238.92,14
CUST-EA2D0010,36-45,M,At-Risk,13,225.12,11
CUST-40F27E88,26-35,M,Loyal,6,154.36,85
CUST-7B5270E0,18-25,F,New,1,13.41,27
CUST-2818DBE1,46-60,F,Loyal,4,131.76,17
CUST-F1C4BB87,36-45,F,New,12,390.23,29
CUST-FCD8AC53,36-45,F,At-Risk,12,291.67,75
CUST-4EF78CDF,36-45,M,Loyal,8,126.06,42
CUST-761A9683,46-60,M,Loyal,1,4.97,43
CUST-C48C8AF1,36-45,M,At-Risk,12,596.91,23
CUST-C7AD644B,18-25,M,At-Risk,13,416.27,58
CUST-64E429B2,26-35,F,Loyal,4,61.11,9
CUST-C0C50259,36-45,F,Loyal,13,538.84,8
CUST-5ADFAD11,60+,F,Loyal,10,426.65,25
CUST-57DFAEF1,26-35,F,Loyal,14,429.86,53
CUST-D8ADFE77,36-45,M,Loyal,10,204.69,3
CUST-144FCDEE,36-45,F,Loyal,2,20.11,13
CUST-5F7CF4F9,60+,M,Loyal,10,607.81,11
CUST-E9BA7DAC,26-35,M,Loyal,2,51.06,12
CUST-D140F089,46-60,F,Loyal,4,146.0,29
CUST-A8FE9A8C,46-60,M,At-Risk,14,115.45,78
CUST-5259EA50,36-45,M,Loyal,15,307.95,9
CUST-2B15F568,46-60,F,Lapsed,8,138.81,57
CUST-221008E7,36-45,F,Loyal,5,87.05,88
CUST-2052665A,26-35,M,Lapsed,6,208.91,17
CUST-31F36485,26-35,F,Loyal,4,173.4,12
CUST-4E13B088,36-45,M,Loyal,9,165.58,51
CUST-8DA36CDB,36-45,F,Loyal,7,243.97,12
CUST-944FBAC1,46-60,F,Loyal,1,13.5,68
CUST-460EEFC2,46-60,F,Loyal,10,300.01,25
CUST-ED7964AD,46-60,F,Loyal,10,160.08,5
CUST-BF11A8AB,36-45,M,Loyal,11,245.81,71
CUST-924B7FF9,36-45,M,New,15,471.89,21
CUST-68805A00,18-25,F,Loyal,11,88.37,8
CUST-0A0A08E1,46-60,M,Loyal,11,378.8,89
CUST-C197ED04,18-25,M,Loyal,4,84.33,7
CUST-8E3ED793,36-45,F,Loyal,7,217.24,1
CUST-ED0BC851,46-60,M,New,7,43.27,18
CUST-29EA978A,46-60,F,At-Risk,15,394.68,4
CUST-D869481A,18-25,F,At-Risk,8,268.27,23
CUST-BD097910,46-60,F,Loyal,11,389.0,17
CUST-32FB58D4,26-35,F,Loyal,9,212.74,11
CUST-0BDB64C3,46-60,F,Loyal,1,27.87,56
CUST-52AF99A2,46-60,F,Loyal,15,432.72,1
CUST-0713FC83,46-60,F,At-Risk,11,91.14,31
CUST-4DCED5F0,18-25,F,At-Risk,4,108.94,63
CUST-53560361,36-45,F,Loyal,1,36.78,19
CUST-602AC1DB,26-35,F,Loyal,15,671.53,71
CUST-7A78899C,36-45,F,Loyal,5,60.26,8
CUST-B866F199,60+,F,At-Risk,1,17.14,27
CUST-527D2660,18-25,F,Loyal,10,379.48,69
CUST-128D35D1,36-45,Unknown,At-Risk,1,23.22,70
CUST-D4A8306A,26-35,M,Loyal,4,70.66,26
CUST-F66E80E8,36-45,M,Loyal,14,486.21,40
CUST-F10C0FE9,36-45,M,Loyal,1,13.63,8
CUST-D56F761B,36-45,F,Loyal,12,192.81,7
CUST-D6FAB621,46-60,M,Loyal,10,446.57,1
CUST-71E7554A,60+,M,Loyal,5,188.68,15
CUST-9D60320C,46-60,M,Loyal,5,170.23,2
CUST-F63F9137,60+,F,Loyal,8,308.75,23
CUST-E4E86631,26-35,M,Loyal,8,178.29,15
CUST-1D7D392B,60+,F,Loyal,14,280.32,43
CUST-B1AA8532,36-45,F,Loyal,4,19.36,12
CUST-B6028FC3,18-25,F,Loyal,9,529.36,2
CUST-373DAC8A,36-45,F,At-Risk,11,104.08,25
CUST-40E7B30A,26-35,M,New,1,23.77,12
CUST-FE9B8893,46-60,Unknown,Loyal,14,347.94,27
CUST-AFA7687D,18-25,F,Loyal,15,140.22,49
CUST-1701729E,36-45,M,Loyal,2,30.74,8
CUST-644DAE0C,26-35,M,Lapsed,4,98.41,18
CUST-E0DD33C7,26-35,F,At-Risk,12,68.17,4
CUST-FD1EC84B,60+,F,New,13,386.67,43
CUST-C98DD280,36-45,F,Loyal,3,98.72,30
CUST-6D5D290A,36-45,F,New,14,178.76,33
CUST-A4897532,46-60,Unknown,At-Risk,5,166.75,50
CUST-59AAB037,60+,F,Loyal,5,85.02,37
CUST-B4CF6310,36-45,M,Loyal,6,66.57,6
CUST-0C5F54A0,26-35,M,Loyal,11,191.45,2
CUST-8A9553D0,60+,M,Loyal,4,127.85,1
CUST-D740C094,36-45,M,Lapsed,9,383.96,33
CUST-FF0BEF62,26-35,M,New,2,29.27,71
CUST-E42B43E0,26-35,M,Lapsed,3,103.07,20
CUST-6E703CC9,26-35,F,Loyal,12,467.15,10
CUST-85B1FF0B,60+,M,New,6,158.44,68
CUST-4E102138,60+,F,At-Risk,12,441.15,76
CUST-48069895,36-45,F,Loyal,12,390.79,43
CUST-CCE0896D,46-60,M,At-Risk,15,395.83,40
CUST-0FD1DB2B,46-60,M,Loyal,3,30.83,2
CUST-1F1554B9,36-45,F,Loyal,15,596.15,57
CUST-A0C94246,46-60,F,Loyal,14,353.59,38
CUST-2DEF2D66,60+,F,Lapsed,7,312.5,18
CUST-99B70877,26-35,M,Loyal,3,98.41,8
CUST-3A489B13,26-35,F,Loyal,3,70.04,43
CUST-308E6D19,46-60,F,At-Risk,8,75.31,12
CUST-4D4721B5,46-60,M,New,1,27.61,6
CUST-0ADC17F3,26-35,F,At-Risk,2,109.97,34
CUST-C84B939D,36-45,F,Loyal,8,372.39,8
CUST-93363D24,46-60,M,At-Risk,9,212.17,54
CUST-E07317F3,36-45,F,At-Risk,13,239.18,8
CUST-21E9C49F,60+,M,Loyal,15,242.85,7
CUST-1E6B046F,46-60,F,At-Risk,5,250.12,17
CUST-99741C8C,36-45,F,At-Risk,5,74.87,15
CUST-FDBD4531,46-60,M,New,3,112.92,33
CUST-FF9FE531,46-60,F,At-Risk,4,73.53,21
CUST-72E4BDA9,18-25,M,Loyal,7,37.39,5
CUST-D5AC2C1E,36-45,M,At-Risk,15,531.43,35
CUST-72899249,36-45,M,At-Risk,14,368.11,1
CUST-B403B299,60+,F,Loyal,14,637.41,1
CUST-84C89E17,60+,F,New,7,151.83,40
CUST-D64C06EE,18-25,M,Loyal,10,507.62,3
CUST-E09EC90D,46-60,F,At-Risk,11,264.1,16
CUST-737CD015,46-60,Unknown,At-Risk,4,104.44,87
CUST-26C53283,18-25,F,At-Risk,7,300.44,59
CUST-988B8AA8,36-45,M,At-Risk,9,153.63,6
CUST-4D91A736,60+,M,Loyal,6,156.04,40
CUST-54930FF7,36-45,M,Loyal,8,324.91,5
CUST-B56239DD,46-60,M,Lapsed,7,247.55,34
CUST-9F05142A,36-45,F,New,1,32.81,16
CUST-44A43EBF,36-45,F,Loyal,12,148.98,4
CUST-30FB1F35,36-45,F,Loyal,14,507.26,15
CUST-EEDD4A6E,36-45,M,New,12,242.64,6
CUST-844FEDCD,60+,F,Loyal,15,250.21,1
CUST-699AB207,36-45,F,Loyal,7,224.3,18
CUST-01FFD713,26-35,F,Loyal,1,13.32,18
CUST-00E7107D,36-45,M,New,5,170.97,14
CUST-B544B6A3,46-60,M,Loyal,13,274.71,1
CUST-46DBEEF0,36-45,M,Loyal,3,58.48,20
CUST-77EF624D,46-60,M,At-Risk,9,72.09,4
CUST-EF4BA1C4,26-35,F,Loyal,1,4.0,15
CUST-5F712E0C,36-45,F,At-Risk,5,26.88,9
CUST-64DCC5C6,60+,M,Loyal,2,7.97,23
CUST-009D1B37,36-45,F,New,2,22.84,8
CUST-575B339C,46-60,F,Loyal,3,31.82,58
CUST-D1EDB2D3,46-60,F,New,9,212.14,4
CUST-024F9DB7,46-60,F,Loyal,11,142.16,20
CUST-27D74BBC,36-45,F,Loyal,5,36.64,66
CUST-51E46D63,46-60,F,At-Risk,13,153.19,14
CUST-BBCCAC63,36-45,M,At-Risk,6,49.68,47
CUST-C2EDE38C,36-45,F,Loyal,12,241.77,15
CUST-75F7E5A3,36-45,M,Loyal,8,64.88,55
CUST-42580CC4,36-45,F,Loyal,11,207.99,6
CUST-3D48E25C,18-25,Unknown,At-Risk,15,898.47,6
CUST-8A929F3E,46-60,M,Lapsed,15,274.61,59
CUST-26AF220C,36-45,M,Loyal,9,144.53,19
CUST-65732D7B,26-35,M,Loyal,15,653.81,15
CUST-CC666818,26-35,Unknown,At-Risk,11,247.0,17
CUST-FF3A4F07,46-60,M,Loyal,5,50.67,13
CUST-0309E3D0,36-45,F,At-Risk,15,383.13,18
CUST-7A75BA98,46-60,M,Loyal,3,110.55,7
CUST-486C0B8D,36-45,M,Lapsed,8,386.5,43
CUST-48BA8905,46-60,M,New,3,156.99,19
CUST-BF8330D5,18-25,F,At-Risk,12,493.9,28
CUST-2A45685A,46-60,M,Loyal,14,463.96,16
CUST-C39D25F1,36-45,F,Loyal,13,343.37,87
CUST-4D3452E2,36-45,F,Lapsed,2,75.48,66
CUST-02ABB0F1,60+,F,Loyal,5,138.99,15
CUST-C408E8AA,60+,M,At-Risk,6,143.04,26
CUST-8525233D,26-35,F,Loyal,2,8.12,23
CUST-4283D93D,18-25,M,Loyal,8,285.11,28
CUST-33C82721,60+,M,Loyal,1,29.31,46
CUST-382B899F,26-35,F,Loyal,10,322.9,38
CUST-CD769144,60+,M,New,9,171.73,19
CUST-2048A459,26-35,Unknown,At-Risk,9,435.35,7
CUST-8182188B,36-45,M,Loyal,14,88.29,27
CUST-D9762E6E,18-25,M,New,12,381.76,23
CUST-246C534C,36-45,F,New,4,56.47,32
CUST-D5148C42,26-35,F,Loyal,9,130.81,21
CUST-D601F47B,36-45,M,Loyal,13,256.66,2
CUST-459BD3A8,60+,Unknown,At-Risk,13,199.02,4
CUST-A2706D5B,26-35,M,Loyal,10,143.86,3
CUST-C1E3040E,46-60,F,New,2,106.12,9
CUST-BC04A840,26-35,M,At-Risk,7,79.24,9
CUST-5EB2B5A5,46-60,M,New,13,517.37,71
CUST-14372782,26-35,F,Loyal,2,78.86,83
CUST-D08A3DD6,46-60,F,Loyal,9,57.7,16
CUST-D5520B8F,46-60,F,Lapsed,9,316.27,14
CUST-9EF691A7,60+,M,At-Risk,4,153.47,23
CUST-BE899C39,60+,M,New,6,304.91,11
CUST-BB63D8D1,26-35,Unknown,Loyal,15,413.27,18
CUST-977EED09,26-35,M,Loyal,9,362.24,35
CUST-6F9446EF,18-25,F,Loyal,15,467.02,72
CUST-7750158B,46-60,M,Loyal,8,111.25,2
CUST-0E936432,26-35,M,Loyal,13,74.2,5
CUST-E956DB9B,46-60,M,At-Risk,10,244.86,17
CUST-12444AF7,60+,M,New,14,279.04,2
CUST-4850E1D3,26-35,F,Loyal,5,119.88,4
CUST-EF5CB711,26-35,M,At-Risk,6,177.63,18
CUST-BA6488F3,36-45,F,Loyal,1,21.81,5
CUST-6BAD8456,36-45,M,Loyal,4,194.3,15
CUST-877A3DDB,36-45,M,At-Risk,3,28.46,14
CUST-0B333424,26-35,M,At-Risk,3,54.02,28
CUST-FC485D01,60+,M,Loyal,5,168.37,1
CUST-F6CA0C2B,46-60,M,Lapsed,14,351.08,16
CUST-ABE42CE2,26-35,M,New,6,178.41,29
CUST-01187DB2,18-25,M,New,13,248.95,51
CUST-B1D2640E,46-60,M,Loyal,13,560.32,36
CUST-0F3E97D3,18-25,M,Loyal,15,608.15,5
CUST-DA969A9A,60+,M,Loyal,8,391.02,42
CUST-ACA67157,36-45,M,Loyal,13,74.96,40
CUST-26C6B7C5,60+,M,Loyal,7,88.19,5
CUST-C768AC6E,46-60,M,Loyal,10,341.69,12
CUST-3725F8D0,60+,F,At-Risk,13,490.59,41
CUST-CB5366B6,46-60,M,Loyal,3,28.82,39
CUST-D7720D86,36-45,Unknown,Loyal,1,25.31,11
CUST-EABCBFCB,26-35,M,Loyal,3,133.01,40
CUST-A18DE8BE,46-60,M,New,11,300.6,3
CUST-B92937E1,36-45,F,Loyal,8,230.89,52
CUST-FB314249,36-45,M,New,5,108.22,64
CUST-639CDABD,36-45,M,Loyal,12,382.24,39
CUST-273E4F29,26-35,F,Loyal,1,20.48,54
CUST-DBBE8D2E,36-45,F,Loyal,3,82.35,24
CUST-4CDB3DA2,26-35,F,Loyal,8,391.56,10
CUST-7496B8E0,36-45,M,At-Risk,14,360.36,7
CUST-0C22388A,36-45,M,New,12,271.2,69
CUST-E671E286,60+,M,Lapsed,11,257.46,77
CUST-6C2E7B1A,36-45,F,New,11,704.7,39
CUST-74B9F360,60+,M,Loyal,5,18.85,18
CUST-986F7061,60+,F,Lapsed,7,293.22,60
CUST-AD7836B2,18-25,F,Loyal,14,132.88,8
CUST-52F682F6,36-45,Unknown,At-Risk,11,622.29,13
CUST-BBFEC967,26-35,M,Loyal,9,226.38,16
CUST-E633649A,60+,F,At-Risk,2,82.17,51
CUST-AA32BFA3,36-45,F,New,11,525.87,1
CUST-C8642AA4,18-25,F,Loyal,6,27.39,40
CUST-C70DF006,26-35,F,Loyal,6,216.74,12
CUST-2DD4DAA7,46-60,F,New,11,478.79,21
CUST-8D6C394C,18-25,F,Loyal,6,104.82,5
CUST-03E97E05,36-45,M,At-Risk,9,65.1,63
CUST-032BF376,60+,F,At-Risk,1,21.77,6
CUST-E4404200,18-25,F,At-Risk,3,80.84,36
CUST-09D10D5B,46-60,F,At-Risk,9,54.13,54
CUST-F36C61D4,46-60,F,Loyal,15,181.53,21
CUST-1E088A40,36-45,M,Loyal,12,203.48,68
CUST-93A8E0E2,26-35,F,At-Risk,7,274.53,30
